province,regency_city,province_aliases,regency_city_aliases,lat,long
Jawa Timur,Kabupaten Banyuwangi,"Jawa Timur, Jawa Timur, Jawa Timur, Jawa Timur, Jawa Timur","Kabupaten Banyuwangi, Kabupaten Banyuwangi, Kabupaten Banyuwangi, Kabupaten Banyuwangi, Kabupaten Banyuwangi",-8.2191,114.3691
Jawa Timur,Kabupaten Blitar,"East Java, East Java, East Java, East Java, East Java, Jawa Timur","Blitar City, Blitar City, Blitar City, Blitar City, Blitar City,  Kabupaten Blitar, Kabupaten Blitar, Kabupaten Blitar, Kabupaten Blitar, Blitar Regency",-8.0955,112.1609
Jawa Timur,Kabupaten Bojonegoro,"Jawa Timur, Jawa Timur, Jawa Timur, Jawa Timur, East Java","Kabupaten Bojonegoro, Kabupaten Bojonegoro, Kabupaten Bojonegoro, Kabupaten Bojonegoro, Bojonegoro Regency",-7.3175,111.7615
Jawa Timur,Kabupaten Bondowoso,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, East Java","Kabupaten Bondowoso, Kabupaten Bondowoso, Kabupaten Bondowoso, Bondowoso Regency, Bondowoso Regency",-7.9674,113.9061
Jawa Timur,Kabupaten Gresik,"Jawa Timur, Jawa Timur, East Java, East Java, East Java","Kabupaten Gresik, Kabupaten Gresik, Gresik Regency, Gresik Regency, Gresik Regency",-7.155,112.5722
Jawa Timur,Kabupaten Jember,"Jawa Timur, Jawa Timur, East Java, East Java, East Java","Kabupaten Jember, Kabupaten Jember, Jember Regency, Jember Regency, Jember Regency",-8.1845,113.6681
Jawa Timur,Kabupaten Jombang,"Jawa Timur, Jawa Timur, East Java, East Java, East Java","Kabupaten Jombang, Kabupaten Jombang, Jombang Regency, Jombang Regency, Jombang Regency",-7.5741,112.2861
Jawa Timur,Kabupaten Kediri,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, East Java","Kabupaten Kediri, Kabupaten Kediri, Kabupaten Kediri, Kediri Regency, Kediri Regency",-7.8232,112.1907
Jawa Timur,Kabupaten Lamongan,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, East Java","Kabupaten Lamongan, Kabupaten Lamongan, Kabupaten Lamongan, Lamongan Regency, Lamongan Regency",-7.1269,112.3338
Jawa Timur,Kabupaten Lumajang,"Jawa Timur, Jawa Timur, Jawa Timur, Jawa Timur, East Java","Kabupaten Lumajang, Kabupaten Lumajang, Kabupaten Lumajang, Kabupaten Lumajang, Lumajang Regency",-8.0944,113.1442
Jawa Timur,Kabupaten Madiun,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, East Java","Kabupaten Madiun, Kabupaten Madiun, Kabupaten Madiun, Madiun Regency, Madiun Regency",-7.6093,111.6184
Jawa Timur,Kabupaten Magetan,"Jawa Timur, East Java, Jawa Timur, Jawa Timur, Jawa Timur","Kabupaten Magetan, Magetan Regency, Kabupaten Magetan, Kabupaten Magetan, Kabupaten Magetan",-7.6433,111.356
Jawa Timur,Kabupaten Malang,"Jawa Timur, Jawa Timur, East Java, East Java, East Java","Kabupaten Malang, Kabupaten Malang, Malang Regency, Malang Regency, Malang Regency",-8.2422,112.7152
Jawa Timur,Kabupaten Mojokerto,"Jawa Timur, Jawa Timur, East Java, Jawa Timur, Jawa Timur","Kota Mojokerto, Kota Mojokerto, Mojokerto City, Kota Mojokerto, Kota Mojokerto, Kabupaten Mojokerto, Kabupaten Mojokerto, Kabupaten Mojokerto, Mojokerto Regency, Mojokerto Regency",-7.4699,112.4351
Jawa Timur,Kabupaten Nganjuk,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, Jawa Timur","Kabupaten Nganjuk, Kabupaten Nganjuk, Kabupaten Nganjuk, Nganjuk Regency, Kabupaten Nganjuk",-7.5944,111.9046
Jawa Timur,Kabupaten Ngawi,"Jawa Timur, Jawa Tengah, Jawa Timur, Jawa Timur, Jawa Timur","Kabupaten Ngawi, semarang, Kabupaten Ngawi, Kabupaten Ngawi, Kabupaten Ngawi",-7.461,111.3322
Jawa Timur,Kabupaten Pacitan,"Jawa Timur, Jawa Timur, Jawa Timur, Jawa Timur, East Java","Kabupaten Pacitan, Kabupaten Pacitan, Kabupaten Pacitan, Kabupaten Pacitan, Pacitan Regency",-8.1263,111.1414
Jawa Timur,Kabupaten Pamekasan,"Jawa Timur, Jawa Timur, Jawa Timur, Jawa Timur, East Java","Kabupaten Pamekasan, Kabupaten Pamekasan, Kabupaten Pamekasan, Kabupaten Pamekasan, Pamekasan Regency",-7.1051,113.5252
Jawa Timur,Kabupaten Pasuruan,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, East Java","Pasuruan, Pasuruan, Pasuruan, Pasuruan Regency, Pasuruan Regency",-7.786,112.8582
Jawa Timur,Kabupaten Ponorogo,"Jawa Timur, Jawa Timur, Jawa Timur, Jawa Timur, East Java","Kabupaten Ponorogo, Kabupaten Ponorogo, Kabupaten Ponorogo, Kabupaten Ponorogo, Ponorogo Regency",-7.8651,111.4696
Jawa Timur,Kabupaten Probolinggo,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, East Java","Kabupaten Probolinggo, Kabupaten Probolinggo, Kabupaten Probolinggo, Probolinggo Regency, Probolinggo Regency",-7.8718,113.4776
Jawa Timur,Kabupaten Sampang,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, East Java","Kabupaten Sampang, Kabupaten Sampang, Kabupaten Sampang, Sampang Regency, Sampang Regency",-7.0402,113.2394
Jawa Timur,Kabupaten Sidoarjo,"Jawa Timur, Jawa Timur, East Java, East Java, East Java","Kabupaten Sidoarjo, Kabupaten Sidoarjo, Sidoarjo Regency, Sidoarjo Regency, Sidoarjo Regency",-7.4726,112.6675
Jawa Timur,Kabupaten Situbondo,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, East Java","Kabupaten Situbondo, Kabupaten Situbondo, Kabupaten Situbondo, Situbondo Regency, Situbondo Regency",-7.7889,114.1915
Jawa Timur,Kabupaten Sumenep,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, East Java","Kabupaten Sumenep, Kabupaten Sumenep, Kabupaten Sumenep, Sumenep Regency, Sumenep Regency",-6.9254,113.9061
Jawa Timur,Kabupaten Trenggalek,"Jawa Timur, Jawa Timur, East Java, East Java, East Java","Kabupaten Trenggalek, Kabupaten Trenggalek, Trenggalek Regency, Trenggalek Regency, Trenggalek Regency",-8.1824,111.6184
Jawa Timur,Kabupaten Tuban,"Jawa Timur, East Java, Jawa Timur, East Java, East Java","Kabupaten Tuban, Tuban Regency, Kabupaten Tuban, Tuban Regency, Tuban Regency",-6.8955,112.0298
Jawa Timur,Kabupaten Tulungagung,"Jawa Timur, Jawa Timur, East Java, East Java, East Java","Kabupaten Tulungagung, Kabupaten Tulungagung, Tulungagung Regency, Tulungagung Regency, Tulungagung Regency",-8.0912,111.9642
Jawa Timur,Kota Batu,"Jawa Timur, Jawa Timur, East Java, East Java, East Java","Kota Batu, Kota Batu, Batu City, Batu City, Batu City",-7.8831,112.5334
Jawa Timur,Kota Blitar,"East Java, East Java, East Java, East Java, East Java","Blitar City, Blitar City, Blitar City, Blitar City, Blitar City",-8.0955,112.1609
Jawa Timur,Kota Kediri,"East Java, East Java, East Java, East Java, East Java","Kota Kediri, Kediri Regency, Kediri Regency, Kediri Regency, Kediri Regency",-7.848,112.0178
Jawa Timur,Kota Madiun,"East Java, East Java, East Java, East Java, East Java","Madiun City, Madiun City, Madiun City, Madiun City, Madiun City",-7.6311,111.53
Jawa Timur,Kota Malang,"Jawa Timur, East Java, East Java, East Java, East Java","Kota Malang, Malang City, Malang City, Malang City, Malang City",-7.9666,112.6326
Jawa Timur,Kota Mojokerto,"Jawa Timur, East Java, East Java, East Java, East Java","Kota Mojokerto, Mojokerto City, Mojokerto City, Mojokerto City, Mojokerto City",-7.4705,112.4401
Jawa Timur,Kota Pasuruan,"East Java, East Java, East Java, East Java, East Java","Pasuruan City, Pasuruan City, Pasuruan City, Pasuruan City, Pasuruan City",-7.6469,112.8999
Jawa Timur,Kota Probolinggo,"Jawa Timur, Jawa Timur, East Java, East Java, East Java","Kota Probolinggo, Kota Probolinggo, Probolinggo City, Probolinggo City, Probolinggo City",-7.7764,113.2037
Jawa Timur,Kota Surabaya,"East Java, Jawa Timur, East Java, East Java, East Java","Surabaya City, Kota Surabaya, Surabaya City, Surabaya City, Surabaya City",-7.2575,112.7521
Bali,Kabupaten Badung,"Bali, Bali, Bali, Bali, Bali","Badung Regency, Badung Regency, Badung Regency, Badung Regency, Badung Regency",-8.5819,115.1771
Bali,Kabupaten Bangli,"Bali, Bali, Bali, Bali, Bali","Bangli Regency, Bangli Regency, Kabupaten Bangli, Bangli Regency, Bangli Regency",-8.2976,115.3549
Bali,Kabupaten Buleleng,"Bali, Bali, Bali, Bali, Bali","Buleleng Regency, Kabupaten Buleleng, Buleleng Regency, Buleleng Regency, Buleleng Regency",-8.2239,114.9517
Bali,Kabupaten Gianyar,"Bali, Bali, Bali, Bali, Bali","Kabupaten Gianyar, Gianyar Regency, Kabupaten Gianyar, Gianyar Regency, Gianyar Regency",-8.4248,115.2601
Bali,Kabupaten Jembrana,"Bali, Bali, Bali, Bali, Bali","Jembrana Regency, Kabupaten Jembrana, Kabupaten Jembrana, Jembrana Regency, Jembrana Regency",-8.3233,114.6668
Bali,Kabupaten Karangasem,"Bali, Bali, Bali, Bali, Bali","Karangasem Regency, Karangasem Regency, Karangasem Regency, Karangasem Regency, Karangasem Regency",-8.3466,115.5207
Bali,Kabupaten Klungkung,"Bali, Bali, Bali, Bali, Bali","Kabupaten Klungkung, Kabupaten Klungkung, Klungkung Regency, Klungkung Regency, Klungkung Regency",-8.7278,115.5444
Bali,Kabupaten Tabanan,"Bali, Bali, Bali, Bali, Bali","Tabanan Regency, Kabupaten Tabanan, Kabupaten Tabanan, Tabanan Regency, Tabanan Regency",-8.4596,115.0466
Bali,Kota Denpasar,"Bali, Bali, Bali, Bali, Bali","Kota Denpasar, Kota Denpasar, Denpasar City, Denpasar City, Denpasar City",-8.6705,115.2126
Nusa Tenggara Barat,Kabupaten Bima,"West Nusa Tenggara, Nusa Tenggara Barat, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara","Bima Regency, Kabupaten Bima, Bima Regency, Bima Regency, Bima Regency",-8.4354,118.6265
Nusa Tenggara Barat,Kabupaten Dompu,"West Nusa Tenggara, Nusa Tenggara Barat, Nusa Tenggara Barat, West Nusa Tenggara, West Nusa Tenggara","Dompu Regency, Kabupaten Dompu, Kabupaten Dompu, Dompu Regency, Dompu Regency",-8.5364,118.3462
Nusa Tenggara Barat,Kabupaten Lombok Barat,"West Nusa Tenggara, Nusa Tenggara Barat, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara","West Lombok Regency, Kabupaten Lombok Barat, West Lombok Regency, West Lombok Regency, West Lombok Regency",-8.6465,116.1123
Nusa Tenggara Barat,Kabupaten Lombok Tengah,"West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara","Central Lombok Regency, Central Lombok Regency, Central Lombok Regency, Central Lombok Regency, Central Lombok Regency",-8.6946,116.2777
Nusa Tenggara Barat,Kabupaten Lombok Timur,"West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara","East Lombok Regency, East Lombok Regency, East Lombok Regency, East Lombok Regency, East Lombok Regency",-8.5134,116.561
Nusa Tenggara Barat,Kabupaten Lombok Utara,"Nusa Tenggara Barat, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara","Kabupaten Lombok Utara, North Lombok Regency, North Lombok Regency, North Lombok Regency, North Lombok Regency",-8.3739,116.2777
Nusa Tenggara Barat,Kabupaten Sumbawa,"West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara","Sumbawa Regency, Sumbawa Regency, Sumbawa Regency, Sumbawa Regency",-8.6529,117.3616
Nusa Tenggara Barat,Kabupaten Sumbawa Barat,"West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara","West Sumbawa Regency, West Sumbawa Regency, West Sumbawa Regency, West Sumbawa Regency, West Sumbawa Regency",-8.9293,116.891
Nusa Tenggara Barat,Kota Bima,"Nusa Tenggara Barat, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara, West Nusa Tenggara","Kabupaten Bima, Bima Regency, Bima Regency, Bima Regency, Bima Regency, Bima City",-8.4643,118.7449
Nusa Tenggara Barat,Kota Mataram,"West Nusa Tenggara, West Nusa Tenggara, Nusa Tenggara Barat, West Nusa Tenggara, West Nusa Tenggara","Mataram City, Mataram City, Kota Mataram, Mataram City, Mataram City",-8.577,116.1005
Nusa Tenggara Timur,Kabupaten Alor,"East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Alor Regency, Alor Regency, Alor Regency, Alor Regency",-8.2928,124.5528
Nusa Tenggara Timur,Kabupaten Belu,"Nusa Tenggara Timur, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Kabupaten Belu, Kabupaten Belu, Belu Regency, Belu Regency, Belu Regency",-9.1539,124.9066
Nusa Tenggara Timur,Kabupaten Ende,"East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Ende Regency, Kabupaten Ende, Ende Regency, Ende Regency, Ende Regency",-8.6763,121.7195
Nusa Tenggara Timur,Kabupaten Flores Timur,"East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","East Flores Regency, East Flores Regency, East Flores Regency, East Flores Regency",-8.3131,122.9663
Nusa Tenggara Timur,Kabupaten Kupang,"East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Kupang Regency, Kabupaten Kupang, Kupang Regency, Kupang Regency, Kupang Regency",-9.9906,123.8858
Nusa Tenggara Timur,Kabupaten Lembata,"East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Lembata Regency, Lembata Regency, Lembata Regency, Lembata Regency",-8.4719,123.4832
Nusa Tenggara Timur,Kabupaten Malaka,"East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Malaka Regency, Belu Regency, Malaka Regency, Malaka Regency",-9.5309,124.9066
Nusa Tenggara Timur,Kabupaten Manggarai,"East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Manggarai Regency, Kabupaten Manggarai, Manggarai Regency, Manggarai Regency, Manggarai Regency",-8.6797,120.3897
Nusa Tenggara Timur,Kabupaten Manggarai Barat,"East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","West Manggarai Regency, Kabupaten Manggarai Barat, West Manggarai Regency, West Manggarai Regency, West Manggarai Regency",-8.6688,120.0665
Nusa Tenggara Timur,Kabupaten Manggarai Timur,"East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","East Manggarai Regency, Kabupaten Manggarai Timur, East Manggarai Regency, East Manggarai Regency, East Manggarai Regency",-8.6207,120.62
Nusa Tenggara Timur,Kabupaten Ngada,"East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Ngada Regency, Ngada Regency, Ngada Regency, Ngada Regency, Ngada Regency",-8.743,120.9876
Nusa Tenggara Timur,Kabupaten Nagekeo,"East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Nagekeo Regency, Nagekeo Regency, Nagekeo Regency, Nagekeo Regency",-8.6754,121.3084
Nusa Tenggara Timur,Kabupaten Rote Ndao,"East Nusa Tenggara, Nusa Tenggara Timur, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara","Rote Ndao Regency, Kabupaten Rote Ndao, Kabupaten Rote Ndao, Rote Ndao Regency, Rote Ndao Regency",-10.7386,123.1239
Nusa Tenggara Timur,Kabupaten Sabu Raijua,"East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Sabu Raijua Regency, Kabupaten Sabu Raijua, Sabu Raijua Regency, Sabu Raijua Regency, Sabu Raijua Regency",-10.5541,121.8335
Nusa Tenggara Timur,Kabupaten Sikka,"East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Sikka Regency, Kabupaten Sikka, Sikka Regency, Sikka Regency, Sikka Regency",-8.6766,122.1292
Nusa Tenggara Timur,Kabupaten Sumba Barat,"East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","West Sumba Regency, Kabupaten Sumba Barat, West Sumba Regency, West Sumba Regency, West Sumba Regency",-9.6548,119.3947
Nusa Tenggara Timur,Kabupaten Sumba Barat Daya,"Nusa Tenggara Timur, East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara","Kabupaten Sumba Barat Daya, Southwest Sumba Regency, Kabupaten Sumba Barat Daya, Southwest Sumba Regency, Southwest Sumba Regency",-9.5391,119.1391
Nusa Tenggara Timur,Kabupaten Sumba Tengah,"Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Kabupaten Sumba Tengah, Central Sumba Regency, Central Sumba Regency, Central Sumba Regency",-9.4879,119.6963
Nusa Tenggara Timur,Kabupaten Sumba Timur,"East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","East Sumba Regency, Kabupaten Sumba Timur, East Sumba Regency, East Sumba Regency, East Sumba Regency",-9.9802,120.3436
Nusa Tenggara Timur,Kabupaten Timor Tengah Selatan,"East Nusa Tenggara, Nusa Tenggara Timur, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","South Timor Tengah Regency, Kabupaten Timor Tengah Selatan, South Timor Tengah Regency, South Timor Tengah Regency, South Timor Tengah Regency",-9.7763,124.4198
Nusa Tenggara Timur,Kabupaten Timor Tengah Utara,"East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","North Central Timor Regency, North Central Timor Regency, North Central Timor Regency, North Central Timor Regency",-9.4523,124.5971
Nusa Tenggara Timur,Kota Kupang,"East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara, East Nusa Tenggara","Kupang City, Kupang City, Kupang City, Kupang City, Kupang City",-10.1772,123.607
Kalimantan Barat,Kabupaten Bengkayang,"West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan","Bengkayang Regency, Bengkayang Regency, Bengkayang Regency, Bengkayang Regency",1.0691,109.6639
Kalimantan Barat,Kabupaten Kapuas Hulu,"Kalimantan Barat, West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan","Kabupaten Kapuas Hulu, Kapuas Hulu Regency, Kapuas Hulu Regency, Kapuas Hulu Regency, Kapuas Hulu Regency",0.8337,113.0012
Kalimantan Barat,Kabupaten Kayong Utara,"West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan","North Kayong Regency, North Kayong Regency, North Kayong Regency, North Kayong Regency, North Kayong Regency",-0.9226,110.045
Kalimantan Barat,Kabupaten Ketapang,"West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan","Ketapang Regency, Ketapang Regency, Ketapang Regency, Ketapang Regency",-1.5698,110.5215
Kalimantan Barat,Kabupaten Kubu Raya,"Kalimantan Barat, Kalimantan Barat, West Kalimantan, West Kalimantan, West Kalimantan","Kabupaten Kubu Raya, Kabupaten Kubu Raya, Kubu Raya Regency, Kubu Raya Regency, Kubu Raya Regency",-0.3534,109.4735
Kalimantan Barat,Kabupaten Landak,"Kalimantan Barat, Kalimantan Barat, West Kalimantan, West Kalimantan, West Kalimantan","Kabupaten Landak, Kabupaten Landak, Landak Regency, Landak Regency, Landak Regency",0.4237,109.7592
Kalimantan Barat,Kabupaten Melawi,"West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan","Melawi Regency, Melawi Regency, Melawi Regency, Melawi Regency, Melawi Regency",-0.7001,111.6661
Kalimantan Barat,Kabupaten Mempawah,"West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan","Mempawah Regency, Mempawah Regency, Mempawah Regency, Mempawah Regency, Mempawah Regency",0.3897,109.1404
Kalimantan Barat,Kabupaten Sambas,"West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan","Sambas Regency, Sambas Regency, Sambas Regency, Sambas Regency, Sambas Regency",1.3625,109.2832
Kalimantan Barat,Kabupaten Sanggau,"West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan","Sanggau Regency, Sanggau Regency, Sanggau Regency, Sanggau Regency, Sanggau Regency",0.14,110.5215
Kalimantan Barat,Kabupaten Sekadau,"Kalimantan Barat, Kalimantan Barat, West Kalimantan, West Kalimantan, West Kalimantan","Kabupaten Sekadau, Kabupaten Sekadau, Sekadau Regency, Sekadau Regency, Sekadau Regency",-0.0697,110.9984
Kalimantan Barat,Kabupaten Sintang,"West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan","Sintang Regency, Sintang Regency, Sintang Regency, Sintang Regency, Sintang Regency",-0.1378,112.8106
Kalimantan Barat,Kota Pontianak,"West Kalimantan, Kalimantan Barat, Kalimantan Barat, West Kalimantan, West Kalimantan","Pontianak, Kota Pontianak, Kota Pontianak, Pontianak, Pontianak",-0.0263,109.3425
Kalimantan Barat,Kota Singkawang,"West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan, West Kalimantan","Singkawang City, Singkawang City, Singkawang City, Singkawang City, Singkawang City",0.906,108.9872
Kalimantan Selatan,Kabupaten Balangan,"South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan","Balangan Regency, Balangan Regency, Balangan Regency, Balangan Regency, Balangan Regency",-2.326,115.6155
Kalimantan Selatan,Kabupaten Banjar,"South Kalimantan, Kalimantan Selatan, South Kalimantan, South Kalimantan, South Kalimantan","Banjar Regency, Kabupaten Banjar, Banjar Regency, Banjar Regency, Banjar Regency",-3.32,114.9991
Kalimantan Selatan,Kabupaten Barito Kuala,"Kalimantan Selatan, South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan","Kabupaten Barito Kuala, Barito Kuala Regency, Barito Kuala Regency, Barito Kuala Regency, Barito Kuala Regency",-3.0715,114.6668
Kalimantan Selatan,Kabupaten Hulu Sungai Selatan,"South Kalimantan, Kalimantan Selatan, South Kalimantan, South Kalimantan, South Kalimantan","South Hulu Sungai Regency, Kabupaten Hulu Sungai Selatan, South Hulu Sungai Regency, South Hulu Sungai Regency, South Hulu Sungai Regency",-2.7663,115.2363
Kalimantan Selatan,Kabupaten Hulu Sungai Tengah,"South Kalimantan, Kalimantan Selatan, South Kalimantan, South Kalimantan, South Kalimantan","Central Hulu Sungai Regency, Kabupaten Hulu Sungai Tengah, Central Hulu Sungai Regency, Central Hulu Sungai Regency, Central Hulu Sungai Regency",-2.6153,115.5207
Kalimantan Selatan,Kabupaten Hulu Sungai Utara,"Kalimantan Selatan, South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan","Kabupaten Hulu Sungai Utara, North Hulu Sungai Regency, North Hulu Sungai Regency, North Hulu Sungai Regency, North Hulu Sungai Regency",-2.4421,115.1889
Kalimantan Selatan,Kabupaten Kotabaru,"South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan","Kotabaru Regency, Kotabaru Regency, Kotabaru Regency, Kotabaru Regency, Kotabaru Regency",-3.003,115.9468
Kalimantan Selatan,Kabupaten Tabalong,"South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan","Tabalong Regency, Tabalong Regency, Tabalong Regency, Tabalong Regency, Tabalong Regency",-1.8643,115.5681
Kalimantan Selatan,Kabupaten Tanah Bumbu,"South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan","Tanah Bumbu Regency, Tanah Bumbu Regency, Tanah Bumbu Regency, Tanah Bumbu Regency, Tanah Bumbu Regency",-3.4512,115.5681
Kalimantan Selatan,Kabupaten Tanah Laut,"South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan","Tanah Laut Regency, Tanah Laut Regency, Tanah Laut Regency, Tanah Laut Regency, Tanah Laut Regency",-3.7694,114.8093
Kalimantan Selatan,Kabupaten Tapin,"South Kalimantan, Kalimantan Selatan, South Kalimantan, South Kalimantan, South Kalimantan","Tapin Regency, Kabupaten Tapin, Tapin Regency, Tapin Regency, Tapin Regency",-2.9161,115.0466
Kalimantan Selatan,Kota Banjarbaru,"South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan","Banjarbaru City, Banjarbaru City, Banjarbaru City, Banjarbaru City, Banjarbaru City",-3.4572,114.8103
Kalimantan Selatan,Kota Banjarmasin,"South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan, South Kalimantan","Banjarmasin City, Banjarmasin City, Banjarmasin City, Banjarmasin City, Banjarmasin City",-3.3186,114.5944
Kalimantan Tengah,Kabupaten Barito Selatan,"Central Kalimantan, Central Kalimantan, Central Kalimantan, Central Kalimantan, Central Kalimantan","South Barito Regency, South Barito Regency, South Barito Regency, South Barito Regency, South Barito Regency",-1.8759,114.8093
Kalimantan Tengah,Kabupaten Barito Timur,"Central Kalimantan, Kalimantan Tengah, Central Kalimantan, Central Kalimantan, Central Kalimantan","East Barito Regency, Kabupaten Barito Timur, East Barito Regency, East Barito Regency, East Barito Regency",-2.0124,115.1889
Kalimantan Tengah,Kabupaten Barito Utara,"Central Kalimantan, Central Kalimantan, Central Kalimantan, Central Kalimantan, Central Kalimantan","North Barito Regency, North Barito Regency, North Barito Regency, North Barito Regency, North Barito Regency",-0.9587,115.094
Kalimantan Tengah,Kabupaten Gunung MAS,"Central Kalimantan, Kalimantan Tengah, Central Kalimantan, Central Kalimantan, Central Kalimantan","Gunung MAS Regency, Kabupaten Gunung MAS, Gunung MAS Regency, Gunung MAS Regency, Gunung MAS Regency, Kabupaten Gunung Mas, Gunung Mas Regency",-1.2522,113.5729
Kalimantan Tengah,Kabupaten Kapuas,"Central Kalimantan, Central Kalimantan, Central Kalimantan, Central Kalimantan, Central Kalimantan","Kapuas Regency, Kapuas Regency, Kapuas Regency, Kapuas Regency",-1.8116,114.3341
Kalimantan Tengah,Kabupaten Katingan,"Central Kalimantan, Central Kalimantan, Central Kalimantan, Central Kalimantan, Central Kalimantan","Katingan Regency, Katingan Regency, Katingan Regency, Katingan Regency, Katingan Regency",-0.9758,112.8106
Kalimantan Tengah,Kabupaten Kotawaringin Barat,"Kalimantan Tengah, Central Kalimantan, Central Kalimantan, Central Kalimantan, Central Kalimantan","Kabupaten Kotawaringin Barat, West Kotawaringin Regency, West Kotawaringin Regency, West Kotawaringin Regency, West Kotawaringin Regency",-2.5063,111.7615
Kalimantan Tengah,Kabupaten Kotawaringin Timur,"Kalimantan Tengah, Kalimantan Tengah, Central Kalimantan, Central Kalimantan, Central Kalimantan","Kabupaten Kotawaringin Timur, Kabupaten Kotawaringin Timur, East Kotawaringin Regency, East Kotawaringin Regency, East Kotawaringin Regency",-2.1225,112.8106
