province,regency_city,province_aliases,regency_city_aliases,lat,long
Sumatera Selatan,Kabupaten Ogan Ilir,"South Sumatra, South Sumatra, South Sumatra, South Sumatra, South Sumatra","Ogan Ilir Regency, Ogan Ilir Regency, Ogan Ilir Regency, Ogan Ilir Regency, Ogan Ilir Regency",-3.4265,104.6121
Sumatera Selatan,Kabupaten Ogan Komering Ilir,"South Sumatra, South Sumatra, South Sumatra, South Sumatra, South Sumatra","Ogan Komering Ilir Regency, Ogan Komering Ilir Regency, Ogan Komering Ilir Regency, Ogan Komering Ilir Regency, Ogan Komering Ilir Regency",-3.456,105.2195
Sumatera Selatan,Kabupaten Ogan Komering Ulu,"South Sumatra, South Sumatra, South Sumatra, South Sumatra, South Sumatra","Ogan Komering Ulu Regency, Ogan Komering Ulu Regency, Ogan Komering Ulu Regency, Ogan Komering Ulu Regency, Ogan Komering Ulu Regency",-4.0283,104.0072
Sumatera Selatan,Kabupaten Ogan Komering Ulu Selatan,"Sumatera Selatan, South Sumatra, South Sumatra, South Sumatra, South Sumatra","Kabupaten Ogan Komering Ulu Selatan, South Ogan Komering Ulu Regency, South Ogan Komering Ulu Regency, South Ogan Komering Ulu Regency, South Ogan Komering Ulu Regency",-4.6682,104.0072
Sumatera Selatan,Kabupaten Ogan Komering Ulu Timur,"South Sumatra, Sumatera Selatan, South Sumatra, South Sumatra, South Sumatra","East Ogan Komering Ulu Regency, Kabupaten Ogan Komering Ulu Timur, East Ogan Komering Ulu Regency, East Ogan Komering Ulu Regency, Ogan Komering Ilir Regency",-3.8568,104.7521
Sumatera Selatan,Kabupaten Penukal Abab Lematang Ilir,"South Sumatra, South Sumatra, South Sumatra, South Sumatra, South Sumatra","Penukal Abab Lematang Ilir Regency, Muara Enim Regency, Muara Enim Regency, Muara Enim Regency, Penukal Abab Lematang Ilir Regency",-3.2398,104.0072
Sumatera Selatan,Kota Lubuklinggau,"South Sumatra, Sumatera Selatan, Sumatera Selatan, Sumatera Selatan, South Sumatra","Lubuklinggau City, Kota Lubuklinggau, Kota Lubuklinggau, Kota Lubuklinggau, Lubuklinggau City",-3.2996,102.8572
Sumatera Selatan,Kota Pagar Alam,"South Sumatra, South Sumatra, South Sumatra, South Sumatra, South Sumatra","Pagar Alam City, Pagar Alam City, Pagar Alam City, Pagar Alam City, Pagar Alam City",-4.042,103.2279
Sumatera Selatan,Kota Palembang,"Sumatera Selatan, Sumatera Selatan, South Sumatra, South Sumatra, South Sumatra","Kota Palembang, Kota Palembang, Palembang City, Palembang City, Palembang City",-2.9761,104.7754
Sumatera Selatan,Kota Prabumulih,"South Sumatra, South Sumatra, South Sumatra, South Sumatra, South Sumatra","Prabumulih City, Prabumulih City, Prabumulih City, Prabumulih City, Prabumulih City",-3.4214,104.2437
Kepulauan Bangka Belitung,Kabupaten Bangka,"Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Kabupaten Bangka, Kabupaten Bangka, Bangka Regency, Bangka Regency, Bangka Regency",-1.8743,105.923
Kepulauan Bangka Belitung,Kabupaten Bangka Barat,"Bangka Belitung Islands, Kepulauan Bangka Belitung, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","West Bangka Regency, Kabupaten Bangka Barat, West Bangka Regency, West Bangka Regency, West Bangka Regency",-1.8405,105.5005
Kepulauan Bangka Belitung,Kabupaten Bangka Selatan,"Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","South Bangka Regency, South Bangka Regency, South Bangka Regency, South Bangka Regency, South Bangka Regency",-2.7411,106.4406
Kepulauan Bangka Belitung,Kabupaten Bangka Tengah,"Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Central Bangka Regency, Central Bangka Regency, Central Bangka Regency, Central Bangka Regency, Central Bangka Regency",-2.4008,106.2051
Kepulauan Bangka Belitung,Kabupaten Belitung,"Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Belitung Regency, Belitung Regency, Belitung Regency, Belitung Regency",-2.7217,107.7636
Kepulauan Bangka Belitung,Kabupaten Belitung Timur,"Bangka Belitung Islands, Kepulauan Bangka Belitung, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","East Belitung Regency, Kabupaten Belitung Timur, East Belitung Regency, East Belitung Regency, East Belitung Regency",-2.8678,108.1429
Kepulauan Bangka Belitung,Kota Pangkal Pinang,"Kepulauan Bangka Belitung, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Kota Pangkal Pinang, Pangkal Pinang City, Pangkal Pinang City, Pangkal Pinang City, Pangkal Pinang City",-2.1316,106.1169
Lampung,Kabupaten Lampung Tengah,"Lampung, Lampung, Lampung, Lampung, Lampung","Central Lampung Regency, Central Lampung Regency, Central Lampung Regency, Central Lampung Regency, Central Lampung Regency",-4.8008,105.3131
Lampung,Kabupaten Lampung Utara,"Lampung, Lampung, Lampung, Lampung, Lampung","North Lampung Regency, Kabupaten Lampung Utara, North Lampung Regency, North Lampung Regency, North Lampung Regency",-4.8134,104.7521
Lampung,Kabupaten Lampung Selatan,"Lampung, Lampung, Lampung, Lampung, Lampung","Kabupaten Lampung Selatan, South Lampung Regency, South Lampung Regency, South Lampung Regency, South Lampung Regency",-5.5623,105.5474
Lampung,Kabupaten Lampung Barat,"Lampung, Lampung, Lampung, Lampung, Lampung","West Lampung Regency, West Lampung Regency, West Lampung Regency, West Lampung Regency, West Lampung Regency",-5.1095,104.1466
Lampung,Kabupaten Lampung Timur,"Lampung, Lampung, Lampung, Lampung, Lampung","East Lampung Regency, East Lampung Regency, East Lampung Regency, East Lampung Regency",-5.1135,105.6882
Lampung,Kabupaten Mesuji,"Lampung, Lampung, Lampung, Lampung, Lampung","Mesuji Regency, Kabupaten Mesuji, Mesuji Regency, Mesuji Regency, Mesuji Regency",-4.0045,105.3131
Lampung,Kabupaten Pesawaran,"Lampung, Lampung, Lampung, Lampung, Lampung","Kabupaten Pesawaran, Pesawaran Regency, Pesawaran Regency, Pesawaran Regency, Pesawaran Regency",-5.4932,105.0791
Lampung,Kabupaten Pesisir Barat,"Lampung, Lampung, Lampung, Lampung, Lampung","West Lampung Regency, West Lampung Regency, West Lampung Regency, West Pesisir Regency, Kabupaten Lampung Barat",-5.2928,104.1234
Lampung,Kabupaten Pringsewu,"Lampung, Lampung, Lampung, Lampung, Lampung","Kabupaten Pringsewu, Pringsewu Regency, Kabupaten Pringsewu, Pringsewu Regency, Pringsewu Regency",-5.3331,104.9856
Lampung,Kabupaten Tulang Bawang,"Lampung, Lampung, Lampung, Lampung, Lampung","Tulang Bawang Regency, Tulang Bawang Regency, Kabupaten Tulang Bawang, Tulang Bawang Regency, Tulang Bawang Regency",-4.3177,105.5005
Lampung,Kabupaten Tulang Bawang Barat,"Lampung, Lampung, Lampung, Lampung, Lampung","Kabupaten Tulang Bawang Barat, West Tulang Bawang Regency, West Tulang Bawang Regency, West Tulang Bawang Regency",-4.5257,105.0791
Lampung,Kabupaten Tanggamus,"Lampung, Lampung, Lampung, Lampung, Lampung","Kabupaten Tanggamus, Kabupaten Tanggamus, Tanggamus Regency, Tanggamus Regency, Tanggamus Regency",-5.3027,104.5655
Lampung,Kabupaten Way Kanan,"Lampung, Lampung, Lampung, Lampung, Lampung","Way Kanan Regency, Kabupaten Way Kanan, Way Kanan Regency, Way Kanan Regency, Way Kanan Regency",-4.4964,104.5655
Lampung,Kota Bandar Lampung,"Lampung, Lampung, Lampung, Lampung, Lampung","Bandar Lampung City, Bandar Lampung City, Bandar Lampung City, Bandar Lampung City, Bandar Lampung City",-5.3971,105.2668
Lampung,Kota Metro,"Lampung, Lampung, Lampung, Lampung, Lampung","Kota Metro, Metro City, Metro City, Metro City, Metro City",-5.1178,105.3073
Banten,Kabupaten Lebak,"Banten, Banten, Banten, Banten, Banten","Kabupaten Lebak, Lebak Regency, Lebak Regency, Lebak Regency, Lebak Regency",-6.5644,106.2522
Banten,Kabupaten Pandeglang,"Banten, Banten, Banten, Banten, Banten","Kabupaten Pandeglang, Pandeglang Regency, Pandeglang Regency, Pandeglang Regency, Pandeglang Regency",-6.7483,105.6882
Banten,Kabupaten Serang,"Banten, Banten, Banten, Banten, Banten","Kabupaten Serang, Serang Regency, Serang Regency, Serang Regency, Serang Regency",-6.1397,106.0405
Banten,Kabupaten Tangerang,"Banten, Banten, Banten, Banten, Banten","Tangerang Regency, Tangerang Regency, Tangerang Regency, Tangerang Regency, Tangerang Regency",-6.1872,106.4877
Banten,Kota Cilegon,"Banten, Banten, Banten, Banten, Banten","Kota Cilegon, Kota Cilegon, Kota Cilegon, Cilegon, Cilegon",-6.0025,106.0111
Banten,Kota Serang,"Banten, Banten, Banten, Banten, Banten","Serang City, Kota Serang, Kota Serang, Kota Serang, Serang City",-6.1104,106.164
Banten,Kota Tangerang,"Banten, Banten, Banten, Banten, Banten","Kota Tangerang, Kota Tangerang, Kota Tangerang, Tangerang City, Tangerang City",-6.2024,106.6527
Banten,Kota Tangerang Selatan,"Banten, Banten, Banten, Banten, Banten","South Tangerang City, South Tangerang City, South Tangerang City, South Tangerang City, South Tangerang City",-6.2835,106.7113
Jawa Barat,Kabupaten Bandung,"Jawa Barat, Jawa Barat, West Java, West Java, West Java","Kabupaten Bandung, Kabupaten Bandung, Bandung Regency, Bandung Regency, Bandung Regency",-7.1341,107.6215
Jawa Barat,Kabupaten Bandung Barat,"Jawa Barat, Jawa Barat, West Java, West Java, West Java","Kabupaten Bandung Barat, Kabupaten Bandung Barat, West Bandung Regency, West Bandung Regency, West Bandung Regency",-6.8652,107.492
Jawa Barat,Kabupaten Bekasi,"West Java, Jawa Barat, West Java, West Java, West Java","Bekasi Regency, Kabupaten Bekasi, Bekasi Regency, Bekasi Regency, Bekasi Regency",-6.2474,107.1485
Jawa Barat,Kabupaten Bogor,"West Java, West Java, West Java, West Java, West Java","Bogor Regency, Bogor Regency, Bogor Regency, Bogor Regency, Bogor Regency",-6.5518,106.6291
Jawa Barat,Kabupaten Ciamis,"Jawa Barat, Jawa Barat, Jawa Barat, West Java, West Java","Kabupaten Ciamis, Kabupaten Ciamis, Kabupaten Ciamis, Ciamis Regency, Ciamis Regency",-7.3321,108.3493
Jawa Barat,Kabupaten Cianjur,"Jawa Barat, West Java, West Java, West Java, West Java","Kabupaten Cianjur, Cianjur Regency, Cianjur Regency, Cianjur Regency, Cianjur Regency",-7.358,107.1957
Jawa Barat,Kabupaten Cirebon,"Jawa Barat, Jawa Barat, West Java, West Java, West Java","Kabupaten Cirebon, Kabupaten Cirebon, Cirebon, Cirebon, Cirebon",-6.6899,108.4751
Jawa Barat,Kabupaten Garut,"West Java, West Java, West Java, West Java, West Java","Garut Regency, Garut Regency, Garut Regency, Garut Regency, Garut Regency",-7.5012,107.7636
Jawa Barat,Kabupaten Indramayu,"West Java, Jawa Barat, West Java, West Java, West Java","Indramayu Regency, Kabupaten Indramayu, Indramayu Regency, Indramayu Regency, Indramayu Regency",-6.3373,108.3258
Jawa Barat,Kabupaten Karawang,"West Java, West Java, West Java, West Java, West Java","Karawang, Karawang, Karawang, Karawang, Karawang, Karawang Regency, Kabupaten Karawang",-6.3227,107.3376
Jawa Barat,Kabupaten Kuningan,"Jawa Barat, West Java, West Java, West Java, West Java","Kabupaten Kuningan, Kuningan Regency, Kuningan Regency, Kuningan Regency, Kuningan Regency",-7.0138,108.5701
Jawa Barat,Kabupaten Majalengka,"West Java, West Java, West Java, West Java, West Java","Majalengka Regency, Majalengka Regency, Majalengka Regency, Majalengka Regency, Majalengka Regency",-6.7791,108.2852
Jawa Barat,Kabupaten Pangandaran,"West Java, Jawa Barat, West Java, West Java, West Java","Pangandaran Regency, Kabupaten Pangandaran, Ciamis Regency, Ciamis Regency, Pangandaran Regency",-7.6151,108.4988
Jawa Barat,Kabupaten Purwakarta,"West Java, West Java, West Java, West Java, West Java","Purwakarta Regency, Purwakarta Regency, Purwakarta Regency, Purwakarta Regency, Purwakarta Regency",-6.5649,107.4322
Jawa Barat,Kabupaten Subang,"West Java, West Java, West Java, West Java, West Java","Subang Regency, Subang Regency, Subang Regency, Subang Regency, Subang Regency",-6.3488,107.7636
Jawa Barat,Kabupaten Sukabumi,"West Java, Jawa Barat, West Java, West Java, West Java","Sukabumi Regency, Kabupaten Sukabumi, Sukabumi Regency, Sukabumi Regency, Sukabumi Regency",-6.8649,106.9536
Jawa Barat,Kabupaten Sumedang,"West Java, West Java, West Java, West Java, West Java","Sumedang Regency, Sumedang Regency, Sumedang Regency, Sumedang Regency, Sumedang Regency",-6.8329,107.9532
Jawa Barat,Kabupaten Tasikmalaya,"West Java, Jawa Barat, West Java, West Java, West Java","Tasikmalaya Regency, Kabupaten Tasikmalaya, Tasikmalaya Regency, Tasikmalaya Regency, Tasikmalaya Regency",-7.6513,108.1429
Jawa Barat,Kota Bandung,"West Java, Jawa Barat, West Java, West Java, West Java","Bandung City, Kota Bandung, Bandung City, Bandung City, Bandung City",-6.9175,107.6191
Jawa Barat,Kota Banjar,"West Java, Jawa Barat, West Java, West Java, West Java","Banjar City, Kota Banjar, Banjar City, Banjar City, Banjar City",-7.3707,108.5342
Jawa Barat,Kota Bekasi,"West Java, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Bekasi City, Kota Bekasi, Kota Bekasi, Kota Bekasi, Kota Bekasi",-6.2383,106.9756
Jawa Barat,Kota Bogor,"Jawa Barat, Jawa Barat, Jawa Barat, West Java, West Java","Kota Bogor, Kota Bogor, Kota Bogor, Bogor City, Bogor City",-6.5971,106.806
Jawa Barat,Kota Cimahi,"West Java, West Java, West Java, West Java, West Java","Cimahi City, Cimahi City, Cimahi City, Cimahi City, Cimahi City",-6.8841,107.5413
Jawa Barat,Kota Cirebon,"West Java, Jawa Barat, West Java, West Java, West Java","Cirebon City, Kota Cirebon, Cirebon City, Cirebon City, Cirebon City",-6.732,108.5523
Jawa Barat,Kota Depok,"Jawa Barat, Jawa Barat, Jawa Barat, West Java, West Java","Kota Depok, Kota Depok, Kota Depok, Depok City, Depok City",-6.4025,106.7942
Jawa Barat,Kota Sukabumi,"West Java, West Java, West Java, West Java, West Java","Sukabumi City, Sukabumi City, Sukabumi City, Sukabumi City, Sukabumi Regency",-6.9277,106.93
Jawa Barat,Kota Tasikmalaya,"West Java, Jawa Barat, West Java, West Java, West Java","Tasikmalaya Regency, Kabupaten Tasikmalaya, Tasikmalaya Regency, Tasikmalaya Regency, Tasikmalaya Regency, Tasikmalaya City",-7.3506,108.2172
Daerah Khusus Ibukota Jakarta,Kota Jakarta Pusat,"Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, DKI Jakarta","Kota Jakarta Pusat, Kota Jakarta Pusat, Kota Jakarta Pusat, Kota Jakarta Pusat, Kota Jakarta Pusat, Central Jakarta, Central Jakarta City, Kota Jakarta Pusat",-6.17701565,106.8387601
Daerah Khusus Ibukota Jakarta,Kabupaten Administrasi Kepulauan Seribu,"Jakarta, Jakarta, Daerah Khusus Ibukota Jakarta, Jakarta, Jakarta, DKI Jakarta","Kepulauan Seribu Regency, Kepulauan Seribu Regency, Kabupaten Administrasi Kepulauan Seribu, Kepulauan Seribu Regency, Kepulauan Seribu Regency, Kabupaten Kepulauan Seribu",-5.654209157,106.5676068
Daerah Khusus Ibukota Jakarta,Kota Jakarta Barat,"Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, DKI Jakarta","Kota Jakarta Barat, Kota Jakarta Barat, Kota Jakarta Barat, Kota Jakarta Barat, Kota Jakarta Barat, West Jakarta, West Jakarta City, Kotara Jakarta Barat",-6.143684973,106.7358667
Daerah Khusus Ibukota Jakarta,Kota Jakarta Selatan,"Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, DKI Jakarta","Kota Jakarta Selatan, Kota Jakarta Selatan, Kota Jakarta Selatan, Kota Jakarta Selatan, Kota Jakarta Selatan, South Jakarta, South Jakarta City, Kota Jakarta Selatan",-6.264633674,106.8047263
Daerah Khusus Ibukota Jakarta,Kota Jakarta Timur,"Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, DKI Jakarta","Kota Jakarta Timur, Kota Jakarta Timur, Kota Jakarta Timur, Kota Jakarta Timur, Kota Jakarta Timur, East Jakarta, East Jakarta City, Kota Jakarta Timur",-6.213401007,106.940962
Daerah Khusus Ibukota Jakarta,Kota Jakarta Utara,"Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, Daerah Khusus Ibukota Jakarta, DKI Jakarta","Jakarta Utara, Jakarta Utara, Jakarta Utara, Jakarta Utara, Jakarta Utara, North Jakarta, North Jakarta City, Kota Jakarta Utara",-6.116904962,106.8917495
Jawa Tengah,Kabupaten Banjarnegara,"Jawa Tengah, Jawa Tengah, Central Java, Central Java, Central Java","Kabupaten Banjarnegara, Kabupaten Banjarnegara, Banjarnegara, Banjarnegara, Banjarnegara",-7.3794,109.6163
Jawa Tengah,Kabupaten Banyumas,"Jawa Tengah, Jawa Tengah, Central Java, Central Java, Central Java","Kabupaten Banyumas, Kabupaten Banyumas, Banyumas Regency, Banyumas Regency, Banyumas Regency",-7.4832,109.1404
Jawa Tengah,Kabupaten Batang,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Batang, Kabupatén Batang, Kabupaten Batang, Kabupaten Batang, Batang Regency",-7.0392,109.9021
Jawa Tengah,Kabupaten Blora,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java, Central Java","Kabupaten Blora, Kabupaten Blora, Kabupaten Blora, Blora Regency, Blora Regency",-7.0122,111.3799
Jawa Tengah,Kabupaten Boyolali,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Boyolali, Kabupaten Boyolali, Kabupaten Boyolali, Kabupaten Boyolali, Boyolali Regency",-7.4318,110.6884
Jawa Tengah,Kabupaten Brebes,"Jawa Tengah, Jawa Tengah, Central Java, Central Java, Central Java","Kabupaten Brebes, Kabupaten Brebes, Brebes Regency, Brebes Regency, Brebes Regency",-6.9592,108.9027
Jawa Tengah,Kabupaten Cilacap,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java, Central Java","Kabupaten Cilacap, Kabupaten Cilacap, Kabupaten Cilacap, Cilacap Regency, Cilacap Regency",-7.6178,108.9027
Jawa Tengah,Kabupaten Demak,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Demak, Kabupaten Demak, Kabupaten Demak, Kabupaten Demak, Demak Regency",-6.9239,110.6646
Jawa Tengah,Kabupaten Grobogan,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Grobogan, Kabupaten Grobogan, Kabupaten Grobogan, Kabupaten Grobogan, Grobogan Regency",-7.1542,110.9507
Jawa Tengah,Kabupaten Jepara,"Jawa Tengah, Central Java, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Jepara, Jepara Regency, Kabupaten Jepara, Kabupaten Jepara, Jepara Regency",-6.5827,110.6787
Jawa Tengah,Kabupaten Karanganyar,"Jawa Tengah, Jawa Tengah, Central Java, Central Java, Central Java","Kabupaten Karanganyar, Kabupaten Karanganyar, Karanganyar Regency, Karanganyar Regency, Karanganyar Regency",-7.6387,111.046
Jawa Tengah,Kabupaten Kebumen,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Kebumen, Kabupaten Kebumen, Kabupaten Kebumen, Kabupaten Kebumen, Kebumen Regency",-7.6681,109.6525
Jawa Tengah,Kabupaten Kendal,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java, Central Java","Kabupaten Kendal, Kabupaten Kendal, Kabupaten Kendal, Kendal Regency, Kendal Regency",-7.0265,110.1879
Jawa Tengah,Kabupaten Klaten,"Jawa Tengah, Central Java, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Klaten, Klaten Regency, Kabupaten Klaten, Kabupaten Klaten, Klaten Regency",-7.6579,110.6646
Jawa Tengah,Kabupaten Kudus,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Kudus, Kabupaten Kudus, Kabupaten Kudus, Kabupaten Kudus, Kudus Regency",-6.7726,110.8791
Jawa Tengah,Kabupaten Magelang,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java, Central Java","Kabupaten Magelang, Kabupaten Magelang, Kabupaten Magelang, Magelang Regency, Magelang Regency",-7.4305,110.2832
Jawa Tengah,Kabupaten Pati,"Jawa Tengah, Central Java, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Pati, Pati Regency, Kabupaten Pati, Kabupaten Pati, Pati Regency",-6.745,111.046
Jawa Tengah,Kabupaten Pekalongan,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Pekalongan, Kabupaten Pekalongan, Kabupaten Pekalongan, Kabupaten Pekalongan, Pekalongan Regency",-7.0517,109.6163
Jawa Tengah,Kabupaten Pemalang,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java, Central Java","Kabupaten Pemalang, Kabupaten Pemalang, Kabupaten Pemalang, Pemalang Regency, Pemalang Regency",-7.0599,109.4259
Jawa Tengah,Kabupaten Purbalingga,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Purbalingga, Kabupaten Purbalingga, Kabupaten Purbalingga, Kabupaten Purbalingga, Purbalingga Regency",-7.3059,109.4259
Jawa Tengah,Kabupaten Purworejo,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah","Kabupaten Purworejo, Kabupaten Purworejo, Kabupaten Purworejo, Kabupaten Purworejo, Kabupaten Purworejo",-7.6965,109.9989
Jawa Tengah,Kabupaten Rembang,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Rembang, Kabupaten Rembang, Kabupaten Rembang, Kabupaten Rembang, Rembang Regency",-6.8082,111.4276
Jawa Tengah,Kabupaten Semarang,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Semarang, Kabupaten Semarang, Kabupaten Semarang, Kabupaten Semarang, Semarang Regency",-7.1765,110.4739
Jawa Tengah,Kabupaten Sragen,"Jawa Tengah, Jawa Tengah, Central Java, Central Java, Central Java","Kabupaten Sragen, Kabupaten Sragen, Sragen Regency, Sragen Regency, Sragen Regency",-7.4303,111.0092
Jawa Tengah,Kabupaten Sukoharjo,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java, Central Java","Kabupaten Sukoharjo, Kabupaten Sukoharjo, Kabupaten Sukoharjo, Sukoharjo Regency, Sukoharjo Regency",-7.6484,110.8553
Jawa Tengah,Kabupaten Tegal,"Central Java, Jawa Tengah, Central Java, Central Java, Central Java","Tegal City, Kota Tegal, Tegal City, Tegal City, Tegal City, Tegal Regency",-6.8588,109.1048
Jawa Tengah,Kabupaten Temanggung,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java","Kabupaten Temanggung, Kabupaten Temanggung, Kabupaten Temanggung, Kabupaten Temanggung, Temanggung Regency",-7.2749,110.0892
Jawa Tengah,Kabupaten Wonogiri,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Central Java, Central Java","Kabupaten Wonogiri, Kabupaten Wonogiri, Kabupaten Wonogiri, Wonogiri Regency, Wonogiri Regency",-7.8846,111.046
Jawa Tengah,Kabupaten Wonosobo,"Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah, Jawa Tengah","Kabupaten Wonosobo, Kabupaten Wonosobo, Kabupaten Wonosobo, Kabupaten Wonosobo, Kabupaten Wonosobo",-7.3632,109.9002
Jawa Tengah,Kota Magelang,"Jawa Tengah, Central Java, Central Java, Central Java, Central Java","Kota Magelang, Magelang City, Magelang City, Magelang City, Magelang City",-7.4797,110.2177
Jawa Tengah,Kota Pekalongan,"Central Java, Central Java, Central Java, Central Java, Central Java","Pekalongan City, Pekalongan City, Pekalongan Regency, Pekalongan City, Pekalongan City",-6.8898,109.6746
Jawa Tengah,Kota Salatiga,"Jawa Tengah, Central Java, Central Java, Central Java, Central Java","Kota Salatiga, Salatiga City, Salatiga City, Salatiga City, Salatiga City",-7.3305,110.5084
Jawa Tengah,Kota Semarang,"Central Java, Jawa Tengah, Jawa Tengah, Central Java, Central Java","Semarang City, Kota Semarang, Kota Semarang, Semarang City, Semarang City",-7.0051,110.4381
Jawa Tengah,Kota Surakarta,"Central Java, Central Java, Central Java, Central Java, Central Java","Surakarta City, Surakarta City, Surakarta City, Surakarta City, Surakarta City",-7.5755,110.8243
Jawa Tengah,Kota Tegal,"Central Java, Central Java, Central Java, Central Java, Central Java","Tegal City, Tegal City, Tegal City, Tegal City, Tegal City",-6.8797,109.1256
Daerah Istimewa Yogyakarta,Kabupaten Bantul,"Daerah Istimewa Yogyakarta, Daerah Istimewa Yogyakarta, Daerah Istimewa Yogyakarta, Daerah Istimewa Yogyakarta, Special Region of Yogyakarta","Kabupaten Bantul, Kabupaten Bantul, Kabupaten Bantul, Kabupaten Bantul, Bantul Regency",-7.919,110.3785
Daerah Istimewa Yogyakarta,Kabupaten Gunung Kidul,"Daerah Istimewa Yogyakarta, Special Region of Yogyakarta, Daerah Istimewa Yogyakarta, Daerah Istimewa Yogyakarta, Special Region of Yogyakarta","Kabupaten Gunung Kidul, Gunung Kidul Regency, Kabupaten Gunung Kidul, Kabupaten Gunung Kidul, Gunung Kidul Regency",-8.0305,110.6169
Daerah Istimewa Yogyakarta,Kabupaten Kulon Progo,"Daerah Istimewa Yogyakarta, Daerah Istimewa Yogyakarta, Daerah Istimewa Yogyakarta, Special Region of Yogyakarta, Special Region of Yogyakarta","Kabupaten Kulon Progo, Kabupaten Kulon Progo, Kabupaten Kulon Progo, Kulon Progo Regency, Kulon Progo Regency",-7.8267,110.1641
Daerah Istimewa Yogyakarta,Kabupaten Sleman,"Daerah Istimewa Yogyakarta, Daerah Istimewa Yogyakarta, Daerah Istimewa Yogyakarta, Daerah Istimewa Yogyakarta, Special Region of Yogyakarta","Kabupaten Sleman, Kabupaten Sleman, Kabupaten Sleman, Kabupaten Sleman, Sleman Regency",-7.7325,110.4024
Daerah Istimewa Yogyakarta,Kota Yogyakarta,"Special Region of Yogyakarta, Special Region of Yogyakarta, Special Region of Yogyakarta, Special Region of Yogyakarta, Special Region of Yogyakarta","Yogyakarta City, Yogyakarta City, Yogyakarta City, Yogyakarta City, Yogyakarta City",-7.7956,110.3695
Jawa Timur,Kabupaten Bangkalan,"Jawa Timur, Jawa Timur, Jawa Timur, East Java, East Java","Kabupaten Bangkalan, Kabupaten Bangkalan, Kabupaten Bangkalan, Bangkalan Regency, Bangkalan Regency",-7.0384,112.9137
